is_canceled,lead_time,arrival_date_month,meal,market_segment,distribution_channel,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,length_stay,number_guest,change_room_type
0,47,July,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,103.5,0,0,3,2.0,1
0,48,July,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient-Party,115.0,0,3,3,2.0,1
1,54,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,95.02,0,2,6,3.0,0
1,33,July,BB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Transient,132.5,0,0,6,2.0,0
0,73,July,HB,Direct,Direct,E,E,0,No Deposit,0,Transient,209.0,0,1,5,3.0,0
1,54,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,95.02,0,2,6,3.0,0
1,33,July,BB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Transient,132.5,0,0,6,2.0,0
0,38,July,HB,Direct,Direct,C,C,0,No Deposit,0,Transient,180.0,0,0,7,4.0,0
0,34,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,103.18,0,0,2,2.0,0
0,130,July,HB,Direct,Direct,E,E,0,No Deposit,0,Transient,174.01,0,1,7,2.0,0
1,39,July,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,133.0,0,1,8,2.0,0
1,39,July,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,133.0,0,1,8,2.0,0
0,45,July,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,107.2,0,0,7,2.0,0
0,31,July,BB,Online TA,TA/TO,A,I,1,No Deposit,0,Transient,0.0,0,0,0,2.0,1
1,48,July,BB,Online TA,TA/TO,H,H,0,No Deposit,0,Transient,210.0,0,1,2,4.0,0
0,59,July,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,145.0,1,0,2,2.0,0
1,48,July,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,195.0,0,1,2,4.0,0
1,48,July,HB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,124.2,0,1,2,1.0,0
1,48,July,HB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,167.0,0,1,2,2.0,0
0,48,July,BB,Online TA,TA/TO,E,F,0,No Deposit,0,Transient,145.0,1,0,3,2.0,1
0,96,July,HB,Online TA,TA/TO,A,E,0,No Deposit,0,Transient,166.0,0,2,3,2.0,1
0,51,July,BB,Direct,Direct,A,G,0,No Deposit,0,Transient,115.0,0,0,3,2.0,1
0,96,July,HB,Online TA,TA/TO,A,E,0,No Deposit,0,Transient,166.0,1,2,3,2.0,1
1,41,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,0,4,2.0,0
0,6,July,BB,Direct,Direct,F,F,5,No Deposit,0,Transient,162.0,0,2,4,2.0,0
0,27,July,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,153.0,0,0,4,2.0,1
0,28,July,HB,Offline TA/TO,TA/TO,A,C,0,No Deposit,0,Transient,133.2,0,0,4,2.0,1
0,30,July,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,134.0,0,1,4,2.0,1
0,45,July,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,107.0,1,2,4,2.0,0
0,52,July,HB,Direct,Direct,D,F,0,No Deposit,0,Transient,145.0,0,2,4,3.0,1
0,31,July,HB,Direct,Direct,A,C,0,No Deposit,0,Transient,145.0,0,0,4,2.0,1
1,74,July,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,107.0,0,1,4,2.0,0
0,31,July,BB,Offline TA/TO,TA/TO,F,F,0,No Deposit,0,Transient,167.2,0,0,4,2.0,0
1,87,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,134.0,0,2,4,2.0,0
0,48,July,BB,Online TA,TA/TO,A,C,1,No Deposit,0,Transient,130.0,0,0,4,3.0,1
1,41,July,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,164.0,0,0,4,2.0,0
0,35,July,HB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,149.0,0,0,4,2.0,0
0,28,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,154.0,1,0,5,2.0,0
0,77,July,BB,Online TA,TA/TO,G,G,1,No Deposit,0,Transient,195.0,0,1,5,2.0,0
1,33,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,134.0,0,0,5,2.0,0
0,30,July,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,107.2,0,0,5,2.0,0
1,34,July,HB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,164.0,0,0,5,2.0,0
1,298,July,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,183.45,0,1,6,3.0,0
0,35,July,HB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,159.6,1,1,6,2.0,0
0,40,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,0,6,2.0,0
1,101,July,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,164.0,0,2,7,2.0,0
1,101,July,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,219.43,0,2,7,2.0,0
1,101,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,134.0,0,2,7,2.0,0
1,101,July,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,164.0,0,2,7,2.0,0
0,38,July,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,107.2,0,0,7,2.0,0
0,76,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,102.72,0,1,7,2.0,0
0,70,July,BB,Online TA,TA/TO,D,E,0,No Deposit,0,Transient,114.85,0,1,1,3.0,1
0,70,July,BB,Online TA,TA/TO,D,E,0,No Deposit,0,Transient,114.85,0,1,1,3.0,1
0,68,July,BB,Online TA,TA/TO,D,E,0,No Deposit,0,Transient,135.0,1,1,2,2.0,1
1,63,July,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,195.0,0,0,3,4.0,0
1,11,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,173.0,0,0,3,2.0,0
0,32,July,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,107.0,0,1,4,2.0,0
0,29,July,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,107.0,0,1,4,2.0,0
0,47,July,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,164.0,0,2,4,2.0,0
0,50,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,138.8,0,1,5,2.0,0
1,29,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,154.0,0,2,5,2.0,0
0,36,July,BB,Direct,Direct,D,D,0,No Deposit,0,Transient,135.0,0,0,5,2.0,0
0,49,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,103.18,0,1,6,2.0,0
1,70,July,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,115.5,0,0,8,2.0,0
0,110,July,BB,Offline TA/TO,TA/TO,A,D,1,No Deposit,0,Transient,90.95,0,1,10,2.0,1
0,8,July,HB,Offline TA/TO,TA/TO,D,I,0,No Deposit,0,Contract,0.0,0,0,0,2.0,1
1,119,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,108.54,0,1,4,2.0,0
0,30,July,BB,Online TA,TA/TO,A,E,0,No Deposit,0,Transient,146.0,1,2,4,2.0,1
1,29,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,165.4,0,1,5,2.0,0
0,71,July,BB,Online TA,TA/TO,A,C,0,No Deposit,0,Transient,134.0,0,0,5,2.0,1
1,37,July,HB,Offline TA/TO,TA/TO,A,D,0,No Deposit,0,Transient,133.0,0,1,5,2.0,1
1,40,July,HB,Direct,Direct,H,H,0,No Deposit,0,Transient,240.0,0,0,5,3.0,0
0,37,July,HB,Direct,Direct,A,D,0,No Deposit,0,Transient,157.0,0,1,5,2.0,1
0,0,July,BB,Direct,Direct,H,H,0,No Deposit,0,Transient,188.0,0,0,1,4.0,0
1,37,July,HB,Offline TA/TO,TA/TO,A,D,0,No Deposit,0,Transient,133.0,0,1,5,2.0,1
0,37,July,HB,Direct,Direct,A,D,0,No Deposit,0,Transient,145.0,0,1,5,2.0,1
0,97,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,134.0,0,2,5,2.0,0
1,71,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,134.0,0,0,5,2.0,0
1,118,July,HB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,186.0,0,2,5,2.0,0
0,102,July,BB,Offline TA/TO,TA/TO,A,D,0,No Deposit,0,Transient,90.95,0,1,7,2.0,1
1,54,July,BB,Online TA,TA/TO,F,F,0,No Deposit,0,Transient,141.65,0,0,7,2.0,0
1,58,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,99.24,0,0,7,2.0,0
0,34,July,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,108.06,0,1,6,2.0,1
1,105,July,BB,Offline TA/TO,TA/TO,A,D,0,No Deposit,0,Transient,90.95,0,0,7,2.0,1
1,47,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,148.63,0,1,8,2.0,0
1,15,July,BB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,173.0,0,3,1,2.0,0
0,37,July,BB,Offline TA/TO,TA/TO,A,F,1,No Deposit,0,Transient,107.0,0,0,1,1.0,1
1,0,July,BB,Corporate,Corporate,A,A,0,No Deposit,0,Transient,114.0,0,0,1,1.0,0
1,8,July,BB,Online TA,TA/TO,A,H,0,No Deposit,0,Transient,153.0,0,1,1,2.0,1
0,17,July,BB,Online TA,TA/TO,A,E,0,No Deposit,0,Transient,153.0,0,1,2,2.0,1
0,3,July,HB,Direct,Direct,G,G,0,No Deposit,0,Transient,250.33,0,2,3,4.0,0
1,30,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,146.67,0,2,3,2.0,0
1,31,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,154.0,0,2,3,2.0,0
1,66,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,0,3,2.0,0
0,52,July,FB,Offline TA/TO,TA/TO,C,C,0,No Deposit,0,Transient,280.74,1,0,3,4.0,0
0,20,July,BB,Online TA,TA/TO,A,C,0,No Deposit,0,Transient,193.0,0,1,4,3.0,1
1,30,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,146.67,0,2,3,2.0,0
1,31,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,154.0,0,2,3,2.0,0
1,62,July,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,154.5,0,0,4,2.0,0
1,65,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,0,4,2.0,0
1,64,July,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,137.8,0,0,5,2.0,0
0,77,July,HB,Direct,Direct,E,E,2,No Deposit,0,Transient,160.0,1,3,9,2.0,0
0,75,July,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient-Party,125.89,0,1,9,2.0,0
0,75,July,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient-Party,125.89,0,1,9,2.0,0
1,62,July,BB,Direct,Direct,D,D,0,No Deposit,0,Transient,126.71,0,0,7,2.0,0
0,42,July,BB,Offline TA/TO,TA/TO,A,I,0,No Deposit,0,Contract,0.0,0,0,0,1.0,1
0,46,July,HB,Online TA,TA/TO,E,I,0,No Deposit,0,Transient,0.0,1,0,0,2.0,1
0,0,July,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,188.0,0,0,1,4.0,0
1,25,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,153.0,0,2,1,2.0,0
1,16,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,173.0,0,3,1,2.0,0
1,16,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,173.0,0,3,1,2.0,0
0,16,July,BB,Direct,Direct,A,A,0,No Deposit,0,Transient-Party,120.0,0,1,2,1.0,0
1,4,July,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,154.8,0,3,2,2.0,1
0,4,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient-Party,192.0,0,2,2,2.0,0
1,25,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,153.0,0,0,2,2.0,0
1,83,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,1,2,2.0,0
0,4,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient-Party,192.0,1,2,2,2.0,0
1,56,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,0,2,2.0,0
1,32,July,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,164.0,0,2,2,2.0,0
0,32,July,BB,Online TA,TA/TO,H,H,0,No Deposit,0,Transient,219.5,0,0,2,4.0,0
0,0,July,HB,Online TA,TA/TO,A,C,0,No Deposit,0,Transient,192.5,0,1,2,2.0,1
1,18,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,149.7,0,1,3,2.0,0
1,23,July,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,111.92,0,0,3,2.0,0
1,39,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,1,3,2.0,0
1,18,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,149.7,0,1,3,2.0,0
1,18,July,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,173.0,0,3,3,2.0,0
1,23,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,112.0,0,1,3,2.0,0
0,286,July,BB,Direct,Direct,A,A,0,No Deposit,0,Transient,57.6,0,0,4,1.0,0
0,72,July,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,214.0,1,0,4,4.0,0
1,136,July,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,172.0,0,0,4,2.0,0
0,58,July,BB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,157.8,0,0,5,1.0,0
0,80,July,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,170.33,1,1,6,2.0,0
0,113,July,BB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Contract,119.25,0,0,10,2.0,0
0,129,August,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,96.3,0,0,2,2.0,0
1,84,August,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient-Party,118.06,0,0,3,2.0,0
1,84,August,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient-Party,118.06,0,0,3,2.0,0
1,89,August,BB,Direct,Direct,D,D,0,No Deposit,0,Transient,154.0,0,0,1,2.0,0
1,10,August,BB,Direct,Direct,F,F,0,No Deposit,0,Transient-Party,202.0,0,0,1,2.0,0
1,80,August,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,134.0,0,2,1,2.0,0
1,10,August,BB,Direct,Direct,F,F,0,No Deposit,0,Transient-Party,202.0,0,0,1,2.0,0
1,10,August,BB,Direct,Direct,G,G,1,No Deposit,0,Transient-Party,252.0,0,0,1,2.0,0
1,24,August,BB,Online TA,TA/TO,G,G,1,No Deposit,0,Transient,233.0,0,1,1,4.0,0
0,1,August,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,211.0,0,2,1,2.0,0
1,9,August,BB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,211.0,0,2,1,2.0,0
1,3,August,HB,Direct,Direct,C,C,1,No Deposit,0,Transient,237.0,0,1,5,4.0,0
0,3,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,188.29,0,2,7,2.0,0
1,124,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,1,6,2.0,0
1,74,August,BB,Direct,Direct,C,C,0,No Deposit,0,Transient,177.14,0,0,7,4.0,0
1,82,August,BB,Online TA,TA/TO,G,G,0,No Deposit,0,Transient,222.14,0,0,7,4.0,0
1,91,August,HB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,127.82,0,2,7,2.0,0
1,77,August,HB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,194.14,0,0,7,2.0,0
1,130,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,2,7,2.0,0
1,91,August,HB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,144.53,0,3,7,3.0,0
0,79,August,HB,Direct,Direct,E,E,1,No Deposit,0,Transient,185.0,1,4,7,3.0,0
1,130,August,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,96.3,0,0,8,2.0,0
0,66,August,HB,Online TA,TA/TO,D,D,2,No Deposit,0,Transient,193.13,0,0,8,2.0,0
1,53,August,HB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,210.78,0,0,9,2.0,0
1,80,August,BB,Online TA,TA/TO,C,C,0,No Deposit,0,Transient,169.0,0,1,10,4.0,0
1,77,August,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,174.7,0,3,10,3.0,0
1,57,August,BB,Online TA,TA/TO,C,C,1,No Deposit,0,Transient,135.53,0,0,14,4.0,0
0,11,August,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,172.0,0,0,14,1.0,0
1,25,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,144.0,0,2,1,2.0,0
1,2,August,BB,Online TA,TA/TO,A,C,0,No Deposit,0,Transient,162.5,0,1,2,2.0,1
1,36,August,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,209.6,0,2,5,2.0,0
1,36,August,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,209.6,0,2,5,2.0,0
0,115,August,HB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Transient,195.5,1,1,7,3.0,0
0,95,August,HB,Direct,Direct,A,A,4,No Deposit,0,Transient,186.0,1,4,6,3.0,0
0,67,August,BB,Direct,Direct,D,D,0,No Deposit,0,Transient,163.5,0,1,6,2.0,0
0,60,August,HB,Direct,Direct,A,A,0,No Deposit,0,Transient,180.28,0,0,7,2.0,0
0,34,August,BB,Direct,Direct,C,C,3,No Deposit,0,Transient,174.76,1,1,7,2.0,0
0,78,August,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Transient,116.85,0,0,9,2.0,0
0,93,August,FB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient,159.0,0,0,7,2.0,0
1,327,August,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,104.55,0,0,14,2.0,0
0,21,August,BB,Direct,Direct,C,F,0,No Deposit,0,Transient,0.0,0,0,0,4.0,1
0,0,August,BB,Online TA,TA/TO,C,C,0,No Deposit,0,Transient,144.76,0,0,1,2.0,0
1,47,August,HB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,205.0,0,0,2,2.0,0
1,81,August,BB,Offline TA/TO,TA/TO,D,D,0,No Deposit,0,Contract,123.0,0,0,4,2.0,0
1,52,August,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,173.0,0,0,5,2.0,0
1,13,August,BB,Offline TA/TO,TA/TO,C,C,1,No Deposit,0,Contract,220.55,0,0,5,4.0,0
0,83,August,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,162.14,0,1,7,2.0,0
1,131,August,HB,Offline TA/TO,TA/TO,A,A,1,No Deposit,0,Transient,119.7,0,1,7,3.0,0
0,460,August,HB,Offline TA/TO,TA/TO,E,E,0,No Deposit,0,Contract,77.54,0,0,7,1.0,0
1,82,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,0,7,2.0,0
1,61,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,153.0,0,0,7,2.0,0
0,94,August,BB,Online TA,TA/TO,A,F,0,No Deposit,0,Transient,0.0,0,1,0,2.0,1
0,1,August,BB,Online TA,TA/TO,D,F,0,No Deposit,0,Transient,0.0,0,2,0,2.0,1
0,0,August,BB,Direct,Direct,A,C,0,No Deposit,0,Transient,172.0,0,0,1,2.0,1
1,36,August,BB,Direct,Direct,F,F,0,No Deposit,0,Transient,221.0,0,0,3,1.0,0
1,61,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,153.0,0,0,3,2.0,0
0,13,August,HB,Direct,Direct,C,C,1,No Deposit,0,Transient-Party,230.5,0,2,4,3.0,0
0,13,August,HB,Direct,Direct,C,C,1,No Deposit,0,Transient-Party,230.5,1,2,4,2.0,0
1,15,August,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,211.0,0,1,4,2.0,0
0,14,August,HB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,241.0,0,2,5,2.0,0
1,13,August,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,211.0,0,1,6,2.0,0
0,140,August,BB,Offline TA/TO,TA/TO,A,D,0,No Deposit,0,Transient-Party,90.95,1,0,7,2.0,1
0,6,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,188.29,0,2,7,2.0,0
0,140,August,BB,Offline TA/TO,TA/TO,A,D,0,No Deposit,0,Transient-Party,90.95,0,0,7,2.0,1
0,81,August,HB,Direct,Direct,D,D,1,No Deposit,0,Transient,187.8,0,1,10,2.0,0
0,1,August,BB,Online TA,TA/TO,D,I,0,No Deposit,0,Transient,0.0,0,2,0,3.0,1
0,65,August,HB,Offline TA/TO,TA/TO,D,I,0,No Deposit,0,Transient,0.0,0,0,0,2.0,1
1,0,August,BB,Direct,Direct,D,F,0,No Deposit,0,Transient,172.0,0,1,1,2.0,1
0,2,August,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,171.9,0,0,1,2.0,1
0,0,August,BB,Direct,Direct,L,F,0,No Deposit,0,Transient,200.0,0,0,1,2.0,1
1,114,August,HB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,149.4,0,0,3,2.0,0
1,111,August,BB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,154.0,0,1,4,2.0,0
0,44,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,148.25,1,0,4,2.0,0
0,139,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,172.0,0,1,4,2.0,0
1,57,August,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,183.0,0,0,5,2.0,0
1,16,August,HB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,242.6,0,1,5,2.0,0
0,139,August,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,172.0,0,2,4,3.0,0
0,84,August,HB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,168.71,0,3,7,3.0,0
1,117,August,HB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,166.0,0,0,8,2.0,0
1,69,August,BB,Direct,Direct,A,A,1,No Deposit,0,Transient,112.0,0,0,1,1.0,0
0,2,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,172.0,0,0,1,2.0,0
1,118,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,120.6,0,0,3,2.0,0
0,129,August,BB,Direct,Direct,E,F,0,No Deposit,0,Transient-Party,126.0,0,1,3,2.0,1
0,9,August,HB,Online TA,TA/TO,G,C,2,No Deposit,0,Transient,268.0,1,1,3,4.0,1
0,52,August,BB,Direct,Direct,E,E,1,No Deposit,0,Transient,173.0,0,0,4,2.0,0
0,65,August,HB,Offline TA/TO,TA/TO,D,D,1,No Deposit,0,Transient,149.2,0,0,5,2.0,0
0,7,August,HB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,217.2,1,4,5,2.0,0
1,28,August,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,239.3,0,1,4,3.0,0
0,3,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,181.5,0,3,6,2.0,0
0,87,August,BB,Online TA,TA/TO,D,D,2,No Deposit,0,Transient,154.0,0,2,8,2.0,0
0,51,August,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,173.0,0,0,8,2.0,0
0,136,August,BB,Direct,Direct,G,G,1,No Deposit,0,Transient,181.9,0,3,10,4.0,0
0,4,August,BB,Online TA,TA/TO,E,I,0,No Deposit,0,Transient,0.0,0,2,0,2.0,1
0,1,August,BB,Corporate,Corporate,A,F,0,No Deposit,0,Transient,114.0,0,0,1,2.0,1
1,49,August,BB,Online TA,TA/TO,H,H,0,No Deposit,0,Transient,267.0,0,0,2,4.0,0
0,4,August,BB,Online TA,TA/TO,D,D,1,No Deposit,0,Transient,226.0,0,4,2,3.0,0
1,45,August,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,173.0,0,0,2,2.0,0
0,6,August,BB,Online TA,TA/TO,D,F,0,No Deposit,0,Transient,211.0,0,1,2,2.0,1
0,4,August,BB,Online TA,TA/TO,A,H,0,No Deposit,0,Transient,191.0,0,3,2,2.0,1
1,53,August,BB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,173.0,0,0,3,2.0,0
0,52,August,BB,Direct,Direct,E,F,0,No Deposit,0,Transient,173.0,0,1,3,2.0,1
1,4,August,BB,Online TA,TA/TO,G,G,1,No Deposit,0,Transient,277.5,0,2,4,4.0,0
0,98,August,BB,Online TA,TA/TO,A,D,0,No Deposit,0,Transient,134.0,0,2,4,2.0,1
1,46,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,153.0,0,0,4,2.0,0
1,122,August,HB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,186.0,0,1,4,2.0,0
0,83,August,BB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient-Party,107.2,0,2,4,2.0,0
0,16,August,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,221.0,0,2,5,2.0,0
1,43,August,HB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,202.0,0,0,6,2.0,0
1,73,August,BB,Online TA,TA/TO,C,C,0,No Deposit,0,Transient,169.0,0,0,7,4.0,0
0,116,August,BB,Offline TA/TO,TA/TO,C,C,0,No Deposit,0,Transient,133.5,1,2,7,4.0,0
1,113,August,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient-Party,154.38,0,1,7,2.0,0
1,113,August,HB,Offline TA/TO,TA/TO,A,A,0,No Deposit,0,Transient-Party,154.38,0,1,7,2.0,0
0,51,August,HB,Online TA,TA/TO,D,D,0,No Deposit,0,Transient,205.0,0,2,7,2.0,0
0,65,August,BB,Online TA,TA/TO,A,A,1,No Deposit,0,Transient,121.39,1,1,9,2.0,0
0,0,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,171.9,1,0,1,2.0,0
1,87,August,BB,Online TA,TA/TO,E,E,0,No Deposit,0,Transient,164.0,0,1,1,2.0,0
1,106,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,134.0,0,1,2,2.0,0
0,5,August,BB,Online TA,TA/TO,G,H,0,No Deposit,0,Transient,250.0,0,1,2,2.0,1
0,98,August,HB,Online TA,TA/TO,E,F,0,No Deposit,0,Transient,208.0,1,1,2,2.0,1
1,78,August,BB,Direct,Direct,C,C,0,No Deposit,0,Transient,181.0,0,0,2,4.0,0
0,4,August,BB,Online TA,TA/TO,A,A,0,No Deposit,0,Transient,172.0,0,3,3,2.0,0
